FECHA_DE_MUESTREO,ESTACIONES,pH,TURBIEDAD_,SOLIDOS_TOTALES_,SOLIDOS_SUSPENDIDOS_TOTALES_,SOLIDOS_DISUELTOS_,DEMANDA_BIOQUIMICA_DE_OXIGENO_,DEMANDA_QUIMICA_DE_OXIGENO_,OXIGENO_DISUELTO_,CONDUCTIVIDAD_ELÉCTRICA_,COLIFORMES_TOTALES_,NITROGENO_TOTAL_,FOSFORO_TOTAL_
quinquenio2,PASO DE LA TORRE,7.4,399.0,578.0,385.2,192.8,1.3,31.3,2.9,91.0,,1.5,0.064
quinquenio2,VIJES,7.3,445.0,526.0,406.6,119.4,3.3,31.2,4.5,92.0,,2.61,0.065
quinquenio2,YOTOCO,9.7,361.0,486.0,369.6,116.4,1.6,27.8,3.5,354.0,,1.89,0.284
quinquenio2,MEDIACANOA,6.8,207.0,193.0,116.2,76.8,2.95,15.3,3.47,99.0,240000000.0,,0.216
quinquenio2,RIOFRIO,7.0,309.0,304.0,207.8,96.2,2.65,16.1,4.2,106.0,240000.0,1.4,0.286
quinquenio2,PUENTE GUAYABAL,7.1,601.0,526.0,423.3,102.7,3.1,27.8,4.54,122.0,24000000.0,1.63,0.188
quinquenio2,LA VICTORIA,7.2,464.0,359.0,265.0,94.0,1.75,19.5,3.48,126.0,9550000.0,1.39,0.195
quinquenio2,ANACARO,7.0,287.0,404.0,188.7,215.3,3.7,15.5,2.6,136.0,940000.0,,0.263
quinquenio2,PUENTE LA VIRGINIA,7.3,780.0,686.0,345.0,341.0,2.6,38.9,3.6,123.0,240000.0,2.09,0.355
quinquenio3,ANTES SUAREZ,7.5,70.0,139.0,22.0,117.0,1.9,8.22,6.0,67.0,24000000.0,1.35,0.33
quinquenio3,ANTES RIO OVEJAS,7.3,71.0,138.0,28.0,111.0,1.7,7.53,6.2,62.0,240000000.0,,0.184
quinquenio3,ANTES RIO TIMBA,7.3,150.0,140.0,108.0,32.0,1.8,7.65,6.9,58.0,240000000.0,,0.16
quinquenio3,PASO DE LA BALSA,7.2,164.0,194.0,95.0,99.0,1.9,8.06,6.9,58.0,,,0.16
quinquenio3,PASO DE LA BOLSA,7.2,370.0,276.0,208.0,68.0,2.1,19.1,6.7,61.0,24000000.0,1.58,0.14
quinquenio3,PUENTE HORMIGUERO,6.4,357.0,579.0,350.0,229.0,1.1,22.9,6.02,48.0,24000000.0,1.61,0.14
quinquenio3,ANTES INTERCEPTOR SUR,6.3,318.0,510.0,300.0,210.0,0.9,15.3,5.62,50.0,24000000.0,,0.16
quinquenio3,JUANCHITO,6.8,273.0,590.0,276.0,314.0,0.7,15.3,5.58,53.0,24000000.0,,0.18
quinquenio3,PASO DEL COMERCIO,7.0,296.0,456.0,27.3,429.0,2.2,19.1,5.6,55.0,,1.36,0.18
quinquenio3,PUERTO ISAACS,7.0,280.0,400.0,30.0,370.0,3.5,22.9,4.9,62.0,,1.41,0.37
quinquenio3,PASO DE LA TORRE,6.9,277.0,298.0,185.0,113.0,2.4,15.3,4.31,71.0,240000000.0,1.3,0.3
quinquenio3,VIJES,7.0,320.0,380.0,272.0,108.0,2.6,19.1,4.03,74.0,240000000.0,1.33,0.29
quinquenio3,YOTOCO,7.0,429.0,736.0,606.0,130.0,2.8,30.5,3.85,80.0,240000000.0,1.57,0.33
quinquenio3,MEDIACANOA,6.8,462.0,725.0,460.0,265.0,2.3,30.9,3.7,79.0,9500000.0,1.53,0.29
quinquenio3,RIOFRIO,7.63,432.0,452.0,340.0,112.0,2.5,29.4,3.52,112.0,240000000.0,1.57,0.26
quinquenio3,PUENTE GUAYABAL,7.7,610.0,1123.0,1054.0,69.5,2.0,36.3,3.32,126.0,240000.0,1.6,0.31
quinquenio3,LA VICTORIA,7.7,335.0,463.0,363.0,100.0,0.5,30.6,3.6,122.0,1900000.0,,0.18
quinquenio3,ANACARO,7.6,307.0,423.0,318.0,105.0,2.9,22.9,4.2,127.0,240000.0,2.32,0.25
quinquenio3,PUENTE LA VIRGINIA,7.5,316.0,672.0,438.0,234.0,2.4,25.1,4.38,159.0,2400000.0,1.44,0.28
quinquenio3,ANTES SUAREZ,7.5,44.0,103.0,12.0,91.0,1.1,9.16,5.7,86.0,240.0,,0.133
quinquenio3,ANTES RIO OVEJAS,6.2,49.0,80.0,12.0,68.0,2.3,9.16,6.1,70.0,2400.0,1.78,0.103
quinquenio3,ANTES RIO TIMBA,7.5,48.0,113.0,13.5,100.0,1.8,9.16,7.0,77.0,2400.0,1.34,0.163
quinquenio3,PASO DE LA BALSA,7.1,44.0,108.0,17.0,91.0,1.4,11.0,6.8,66.0,24000.0,1.75,0.132
quinquenio3,PASO DE LA BOLSA,7.1,88.0,123.0,40.0,83.0,3.8,13.1,7.0,71.0,2400.0,,0.109
quinquenio3,PUENTE HORMIGUERO,7.5,93.0,143.0,94.0,49.0,0.8,11.4,6.5,80.0,24000.0,,0.079
quinquenio3,ANTES INTERCEPTOR SUR,7.4,79.0,155.0,85.0,70.0,1.8,16.5,6.4,85.0,240000.0,,0.187
quinquenio3,JUANCHITO,7.8,88.0,173.0,59.5,114.0,4.3,22.0,6.1,109.0,24000000.0,1.62,0.138
quinquenio3,PASO DEL COMERCIO,7.2,88.0,178.0,67.0,111.0,6.1,21.9,5.6,95.0,24000000.0,1.6,0.177
quinquenio3,PUERTO ISAACS,7.3,66.0,164.0,61.0,103.0,5.6,22.0,5.1,107.0,9550000.0,1.79,0.163
quinquenio3,PASO DE LA TORRE,7.3,112.0,188.0,113.0,75.0,4.1,18.3,3.9,113.0,,1.44,0.183
quinquenio3,VIJES,7.2,96.0,314.0,122.0,192.0,3.0,25.6,2.7,120.0,24000000.0,1.67,0.198
quinquenio3,YOTOCO,7.4,68.0,214.0,68.5,146.0,2.4,18.3,1.8,124.0,24000000.0,1.5,0.181
quinquenio3,MEDIACANOA,7.3,129.0,274.0,156.0,118.0,3.3,29.3,2.2,126.0,240000.0,2.13,0.299
quinquenio3,RIOFRIO,7.7,136.0,231.0,122.0,109.0,1.9,21.2,2.4,146.0,24000.0,1.73,0.183
quinquenio3,PUENTE GUAYABAL,7.7,141.0,304.0,161.0,143.0,3.0,29.3,2.5,162.0,24000.0,1.35,0.251
quinquenio3,LA VICTORIA,7.8,202.0,310.0,220.0,90.0,4.2,22.0,3.0,154.0,24000.0,1.69,0.17
quinquenio3,ANACARO,7.6,481.0,512.0,345.0,167.0,3.9,25.7,3.3,151.0,240000.0,1.53,0.191
quinquenio3,PUENTE LA VIRGINIA,7.3,586.0,590.0,398.0,192.0,1.5,29.3,3.8,153.0,24000.0,2.14,0.244
quinquenio3,ANTES SUAREZ,6.5,4.0,109.0,4.0,105.0,0.8,5.55,2.6,86.0,23.0,,0.13
quinquenio3,ANTES RIO OVEJAS,6.6,4.0,105.0,3.4,102.0,0.9,5.65,2.6,83.0,240.0,,0.111
quinquenio3,ANTES RIO TIMBA,6.7,14.0,123.0,25.0,98.0,1.1,11.0,5.9,77.0,24000.0,,0.082
quinquenio3,PASO DE LA BALSA,7.1,41.0,137.0,25.5,112.0,1.4,7.33,6.9,74.0,2400.0,,0.089
quinquenio3,PASO DE LA BOLSA,7.1,44.0,127.0,59.5,68.0,1.5,11.0,6.7,79.0,94000.0,,0.062
quinquenio3,PUENTE HORMIGUERO,7.0,201.0,264.0,191.0,73.0,0.7,14.8,5.8,94.0,9400000.0,1.41,0.128
quinquenio3,ANTES INTERCEPTOR SUR,7.0,244.0,269.0,177.0,92.0,2.8,16.9,5.8,86.0,19000000.0,1.39,0.138
quinquenio3,JUANCHITO,6.8,273.0,343.0,235.0,108.0,4.2,15.8,5.3,87.0,240000000.0,1.71,0.198
quinquenio3,PASO DEL COMERCIO,6.9,280.0,371.0,281.0,90.0,7.1,23.8,5.0,85.0,,2.76,0.306
quinquenio3,PUERTO ISAACS,6.9,202.0,279.0,208.0,71.0,6.9,29.3,4.3,101.0,,2.25,0.218
quinquenio3,PASO DE LA TORRE,6.8,125.0,319.0,220.0,99.0,6.7,30.2,2.7,124.0,240000000.0,2.29,0.238
quinquenio3,VIJES,6.8,250.0,328.0,216.0,112.0,6.5,23.7,2.2,126.0,,2.19,0.282
quinquenio3,YOTOCO,6.8,157.0,307.0,160.0,147.0,8.9,23.7,1.3,131.0,95500000.0,2.32,0.321
quinquenio3,MEDIACANOA,6.8,132.0,300.0,153.0,147.0,7.4,17.0,1.7,136.0,,2.43,0.261
quinquenio3,RIOFRIO,7.7,83.0,237.0,92.0,145.0,12.7,29.6,1.2,164.0,,3.01,0.259
quinquenio3,PUENTE GUAYABAL,7.6,121.0,240.0,84.0,156.0,9.0,25.7,2.46,152.0,24000000.0,1.81,0.192
quinquenio3,LA VICTORIA,7.6,242.0,498.0,355.0,143.0,2.0,29.5,3.13,140.0,2400000.0,1.9,0.25
quinquenio3,ANACARO,7.5,257.0,446.0,303.0,143.0,6.3,25.7,3.2,147.0,2400000.0,1.9,0.25
quinquenio3,PUENTE LA VIRGINIA,7.2,112.0,208.0,65.0,143.0,2.4,22.3,3.34,152.0,,1.94,0.152
quinquenio3,ANTES SUAREZ,6.9,39.0,96.0,11.5,84.5,5.5,9.75,6.3,97.9,2400.0,1.57,0.144
quinquenio3,ANTES RIO OVEJAS,7.4,38.0,112.0,13.0,99.0,1.8,2.13,6.4,80.3,2400.0,,0.112
quinquenio3,ANTES RIO TIMBA,7.5,257.0,249.0,153.0,96.0,4.7,15.5,7.3,66.1,19000000.0,1.76,0.16
quinquenio3,PASO DE LA BALSA,7.4,73.0,131.0,66.0,65.0,4.8,5.1,7.4,76.2,2400000.0,,0.18
quinquenio3,PASO DE LA BOLSA,7.3,105.0,144.0,56.0,88.0,2.0,5.9,6.7,80.0,240000.0,,0.109
quinquenio3,PUENTE HORMIGUERO,7.3,162.0,221.0,110.0,111.0,3.6,5.9,6.6,78.6,24000000.0,,0.144
quinquenio3,ANTES INTERCEPTOR SUR,7.3,133.0,150.0,80.0,70.0,4.6,4.8,6.4,85.8,240000000.0,,0.083
quinquenio3,JUANCHITO,8.1,78.0,135.0,49.0,86.0,1.3,7.91,5.0,93.0,240000000.0,,0.142
quinquenio3,PASO DEL COMERCIO,7.7,78.0,149.0,94.2,54.8,6.6,9.16,4.29,96.0,,,0.152
quinquenio3,PUERTO ISAACS,7.7,63.0,117.0,45.9,71.1,7.2,7.34,3.27,104.0,,1.4,0.103
quinquenio3,PASO DE LA TORRE,7.4,66.0,147.0,50.7,96.3,9.0,19.0,2.14,125.0,,1.69,0.215
quinquenio3,VIJES,7.4,66.0,147.0,50.7,96.3,9.0,19.0,2.14,125.0,,1.69,0.215
quinquenio3,YOTOCO,7.4,140.0,189.0,85.7,103.0,12.7,22.8,1.15,141.0,24000000.0,1.77,0.163
quinquenio3,MEDIACANOA,7.4,56.0,165.0,66.7,98.3,9.2,19.7,1.14,141.0,240000.0,1.74,0.17
quinquenio3,RIOFRIO,7.2,60.0,183.0,95.0,88.0,10.8,19.1,1.1,166.0,240000.0,1.74,0.177
quinquenio3,PUENTE GUAYABAL,7.2,80.0,248.0,161.0,87.0,11.0,12.0,2.16,154.0,240000.0,1.49,0.102
quinquenio3,LA VICTORIA,7.2,79.0,394.0,275.0,119.0,9.8,19.0,2.3,153.0,955000000.0,1.49,0.191
quinquenio3,ANACARO,7.3,121.0,295.0,161.0,134.0,9.8,22.9,3.35,154.0,24000000.0,1.71,0.201
quinquenio3,PUENTE LA VIRGINIA,7.3,84.0,251.0,205.0,46.0,8.9,23.3,4.34,153.0,2400000.0,1.97,0.334
quinquenio3,JUANCHITO,5.7,78.0,137.0,77.0,60.0,2.9,5.74,7.4,190.0,,1.65,0.088
quinquenio3,PASO DEL COMERCIO,7.5,98.0,142.0,97.0,45.0,4.2,9.54,5.7,149.0,,1.62,0.131
quinquenio3,PUERTO ISAACS,7.5,99.0,145.0,78.0,67.0,3.5,10.1,5.2,99.0,,1.87,0.098
quinquenio3,PASO DE LA TORRE,7.3,95.0,129.0,71.0,58.0,8.1,13.3,3.0,111.0,,1.58,0.155
quinquenio3,VIJES,7.3,114.0,183.0,99.0,84.0,9.7,17.1,2.9,116.0,95500000.0,1.68,0.109
quinquenio3,YOTOCO,7.4,105.0,212.0,100.0,112.0,10.5,17.7,2.4,131.0,,1.83,0.146
quinquenio3,MEDIACANOA,7.4,144.0,250.0,165.0,85.0,10.1,21.0,2.4,127.0,240000000.0,1.87,0.214
quinquenio3,ANTES SUAREZ,6.8,9.0,60.0,6.2,53.8,1.0,5.73,5.1,86.0,2400.0,0.71,0.418
quinquenio3,ANTES RIO OVEJAS,6.6,10.0,68.0,6.2,61.8,0.8,,5.0,85.0,2400.0,0.84,
quinquenio3,ANTES RIO TIMBA,7.1,23.0,60.0,5.0,55.0,0.8,,7.2,84.0,24000.0,0.78,
quinquenio3,PASO DE LA BALSA,7.5,16.0,56.0,7.5,48.5,0.7,,7.2,87.0,24000.0,0.96,
quinquenio3,PASO DE LA BOLSA,7.1,32.0,80.0,31.0,49.0,0.2,,6.6,86.0,24000.0,0.9,0.1
quinquenio3,PUENTE HORMIGUERO,7.7,77.5,143.0,63.1,79.9,6.3,6.73,6.6,90.0,2400000.0,6.84,
quinquenio3,ANTES INTERCEPTOR SUR,7.6,53.0,127.0,38.5,88.5,4.4,5.78,6.1,98.0,240000000.0,1.02,
quinquenio3,JUANCHITO,7.7,46.0,189.0,91.5,97.5,3.9,21.0,5.8,113.0,,1.46,0.116
quinquenio3,PASO DEL COMERCIO,7.06,50.0,154.0,44.5,110.0,8.4,13.4,5.1,120.0,,2.13,0.167
quinquenio3,PUERTO ISAACS,7.4,50.0,123.0,36.5,86.5,8.9,10.5,3.2,131.0,,2.09,0.161
quinquenio3,PASO DE LA TORRE,7.2,39.0,152.0,31.9,120.0,7.3,17.1,1.2,162.0,,2.56,0.18
quinquenio3,VIJES,7.2,30.0,124.0,16.0,108.0,9.0,13.4,0.7,171.0,240000000.0,2.45,0.168
quinquenio3,YOTOCO,7.2,35.0,161.0,50.5,111.0,8.8,11.6,1.4,167.0,24000000.0,2.43,0.115
quinquenio3,MEDIACANOA,7.5,55.0,160.0,47.5,113.0,7.3,10.5,1.9,159.0,240000000.0,2.2,0.144
quinquenio3,RIOFRIO,7.43,126.0,278.0,98.7,179.0,7.5,16.9,1.5,146.0,240000000.0,1.86,0.178
quinquenio3,PUENTE GUAYABAL,7.4,78.0,288.0,105.0,184.0,11.6,17.2,1.9,176.0,240000000.0,1.61,0.154
quinquenio3,LA VICTORIA,7.4,70.0,315.0,134.0,181.0,11.6,14.0,2.9,182.0,240000000.0,1.97,0.182
quinquenio3,ANACARO,7.4,106.0,273.0,114.0,159.0,10.1,13.5,2.9,177.0,240000.0,1.27,0.143
quinquenio3,PUENTE LA VIRGINIA,7.5,36.0,188.0,55.5,133.0,3.3,9.54,4.4,176.0,240000000.0,1.17,0.103
quinquenio3,ANTES SUAREZ,6.8,24.0,152.0,16.5,135.5,3.0,8.91,6.1,88.2,24000.0,0.62,
quinquenio3,ANTES RIO OVEJAS,6.9,22.0,165.0,13.3,152.0,3.0,10.6,6.4,88.9,24000.0,0.58,
quinquenio3,ANTES RIO TIMBA,7.5,60.0,143.0,62.5,80.5,2.3,12.7,7.4,68.3,2400000.0,0.11,
quinquenio3,PASO DE LA BALSA,7.3,45.0,136.0,40.5,95.5,2.6,16.5,7.3,77.5,240000.0,1.36,0.093
quinquenio3,PASO DE LA BOLSA,7.5,60.0,125.0,39.0,86.0,1.2,6.36,6.9,81.8,24000.0,0.76,
quinquenio3,PUENTE HORMIGUERO,7.5,74.0,146.0,62.0,84.0,2.5,10.4,6.2,89.0,2400000.0,0.59,0.116
quinquenio3,ANTES INTERCEPTOR SUR,7.6,122.0,129.0,44.0,85.0,1.4,12.7,5.9,88.0,240000.0,0.81,0.087
quinquenio3,JUANCHITO,7.5,99.0,173.0,92.5,80.5,4.2,13.2,5.3,96.0,24000000.0,1.25,0.22
quinquenio3,PASO DEL COMERCIO,7.48,92.0,141.0,58.0,83.0,7.0,13.4,4.4,120.0,240000.0,1.48,0.221
quinquenio3,PUERTO ISAACS,7.18,53.0,160.0,75.0,85.0,5.7,24.1,2.4,115.0,2400000.0,1.44,0.259
quinquenio3,PASO DE LA TORRE,7.1,110.0,200.0,103.0,97.0,5.0,23.1,1.2,126.0,240000.0,1.38,0.185
quinquenio3,VIJES,7.1,75.0,255.0,90.0,165.0,4.9,20.3,0.4,135.0,240000.0,1.24,0.29
quinquenio3,YOTOCO,6.9,77.0,260.0,103.0,158.0,5.3,21.6,0.4,145.0,240000.0,1.44,0.258
quinquenio3,MEDIACANOA,7.1,89.0,577.0,80.0,497.0,5.6,22.8,0.7,146.0,240000.0,1.42,0.269
quinquenio3,RIOFRIO,7.9,127.0,268.0,139.0,129.0,4.8,22.2,1.8,157.0,24000.0,1.72,0.232
quinquenio3,PUENTE GUAYABAL,7.8,129.0,249.0,117.0,132.0,4.4,14.6,1.8,165.0,240000.0,3.4,0.286
quinquenio3,LA VICTORIA,8.0,171.0,444.0,291.0,153.0,4.7,15.0,3.9,158.0,240000.0,0.95,0.454
quinquenio3,ANACARO,7.8,23.3,438.0,306.0,132.0,6.5,16.5,3.8,186.0,24000.0,0.99,0.197
quinquenio3,PUENTE LA VIRGINIA,8.2,444.0,619.0,477.0,142.0,4.6,32.1,5.5,164.0,24000000.0,1.35,0.445
quinquenio3,ANTES SUAREZ,6.9,18.0,59.0,4.7,54.3,2.0,15.5,4.1,97.4,24000.0,1.45,
quinquenio3,ANTES RIO OVEJAS,6.7,12.0,88.0,2.2,85.8,2.8,11.5,5.3,89.0,24000.0,1.47,
quinquenio3,ANTES RIO TIMBA,7.0,38.0,103.0,15.0,88.0,1.0,14.7,7.2,85.4,240000000.0,1.77,
quinquenio3,PASO DE LA BALSA,7.1,40.0,59.0,14.3,44.7,1.9,11.5,7.4,87.5,2400000.0,1.51,
quinquenio3,PASO DE LA BOLSA,7.1,126.0,60.0,39.6,20.4,1.5,15.4,7.1,101.0,240000.0,1.52,
quinquenio3,PUENTE HORMIGUERO,7.3,140.0,163.0,52.0,111.0,3.3,18.9,6.6,108.0,2400000.0,1.58,
quinquenio3,ANTES INTERCEPTOR SUR,7.2,115.0,166.0,57.5,108.5,1.5,11.5,6.3,119.0,95500000.0,1.47,
quinquenio3,JUANCHITO,7.2,85.0,165.0,19.3,145.7,4.0,15.5,5.7,119.0,,1.82,
quinquenio3,PASO DEL COMERCIO,6.94,112.0,227.0,46.2,181.0,12.0,32.6,4.1,154.0,,4.36,0.379
quinquenio3,PUERTO ISAACS,6.9,90.0,221.0,18.1,202.9,5.8,21.1,2.0,138.0,,2.5,0.132
quinquenio3,PASO DE LA TORRE,6.87,70.0,232.0,24.1,208.0,10.9,28.8,0.5,164.0,,2.96,
quinquenio3,VIJES,6.9,61.0,231.0,23.0,208.0,10.9,34.6,0.6,166.0,,2.86,0.23
quinquenio3,YOTOCO,7.0,100.0,236.0,21.9,214.1,6.6,21.9,0.8,167.0,240000.0,4.17,0.205
quinquenio3,MEDIACANOA,7.3,64.0,164.0,10.6,153.4,5.0,23.0,0.9,101.0,24000000.0,2.69,0.123
quinquenio3,RIOFRIO,7.3,49.0,198.0,33.7,164.3,5.6,23.3,0.6,177.0,,2.62,0.198
quinquenio3,PUENTE GUAYABAL,7.4,65.0,225.0,86.6,138.4,3.6,19.4,1.9,175.0,9550000.0,1.9,
quinquenio3,LA VICTORIA,7.3,56.0,285.0,45.0,240.0,5.1,13.4,2.0,169.0,,1.64,
quinquenio3,ANACARO,7.3,91.0,185.0,71.0,114.0,2.5,17.3,2.6,165.0,24000000.0,1.7,0.072
quinquenio3,PUENTE LA VIRGINIA,7.4,109.0,207.0,87.0,120.0,4.2,13.4,2.4,173.0,,2.15,
quinquenio3,ANTES SUAREZ,6.2,90.0,126.0,30.6,95.4,2.9,3.82,5.8,68.0,24000.0,,
quinquenio3,ANTES RIO OVEJAS,6.2,81.0,157.0,31.2,125.8,3.4,4.04,5.9,67.0,24000.0,,
quinquenio3,ANTES RIO TIMBA,7.0,239.0,182.0,135.0,47.0,2.7,11.6,7.2,56.0,240000.0,1.34,0.119
quinquenio3,PASO DE LA BALSA,7.1,223.0,259.0,149.0,110.0,2.2,10.7,7.6,59.0,24000.0,1.23,0.09
quinquenio3,PASO DE LA BOLSA,6.3,181.0,370.0,225.0,145.0,2.3,15.4,7.2,62.0,240000.0,0.79,0.158
quinquenio3,PUENTE HORMIGUERO,7.2,218.0,301.0,207.0,94.0,2.1,49.9,6.5,66.0,24000000.0,0.82,0.086
quinquenio3,ANTES INTERCEPTOR SUR,7.2,246.0,282.0,173.0,109.0,1.6,14.1,6.2,77.0,24000.0,0.69,0.103
quinquenio3,JUANCHITO,7.3,214.0,257.0,158.0,99.0,4.0,15.3,5.6,72.0,240000.0,0.78,
quinquenio3,PASO DEL COMERCIO,7.1,147.0,247.0,141.0,106.0,5.8,23.0,5.3,84.0,240000000.0,1.52,0.104
quinquenio3,PUERTO ISAACS,7.1,143.0,268.0,150.0,118.0,4.3,19.2,4.6,89.0,,1.3,0.194
quinquenio3,PASO DE LA TORRE,7.1,156.0,246.0,131.0,115.0,4.1,23.0,3.3,100.0,240000000.0,1.11,0.225
quinquenio3,VIJES,7.0,150.0,253.0,144.0,109.0,4.5,38.4,2.6,107.0,95500000.0,2.47,0.236
quinquenio3,YOTOCO,7.0,210.0,281.0,179.0,102.0,3.9,30.8,2.3,107.0,,1.0,0.284
quinquenio3,MEDIACANOA,7.0,242.0,363.0,228.0,135.0,4.2,42.2,2.3,127.0,24000000.0,2.5,0.338
quinquenio3,RIOFRIO,6.7,370.0,677.0,231.0,446.0,6.7,26.7,1.5,107.0,2400000.0,2.07,0.336
quinquenio3,PUENTE GUAYABAL,7.1,373.0,549.0,444.0,105.0,6.0,23.9,2.5,117.0,240000.0,1.01,0.225
quinquenio3,LA VICTORIA,7.0,463.0,607.0,510.0,97.0,6.5,26.8,2.1,114.0,24000.0,0.86,0.403
quinquenio3,ANACARO,7.0,474.0,709.0,610.0,99.0,7.4,22.9,2.1,109.0,24000.0,1.62,0.339
quinquenio3,PUENTE LA VIRGINIA,7.1,410.0,380.0,243.0,137.0,4.8,15.8,3.0,115.0,240000.0,0.7,0.276
quinquenio3,ANTES SUAREZ,,31.0,74.0,9.2,64.8,1.5,4.12,7.74,80.0,23.0,,
quinquenio3,ANTES RIO OVEJAS,,34.0,141.0,8.6,132.4,0.3,,7.49,75.0,2400.0,0.67,
quinquenio3,ANTES RIO TIMBA,,38.0,68.0,16.0,52.0,1.5,5.19,7.91,71.0,2400.0,2.03,
quinquenio3,PASO DE LA BALSA,,40.0,76.0,13.2,62.8,1.5,19.4,7.55,71.0,240.0,1.4,
quinquenio3,PASO DE LA BOLSA,,45.0,148.0,25.0,123.0,3.4,7.74,,72.0,240000.0,1.28,
quinquenio3,PUENTE HORMIGUERO,,47.0,145.0,20.7,124.0,5.3,23.2,6.3,105.0,24000000.0,3.99,
quinquenio3,ANTES INTERCEPTOR SUR,,75.0,206.0,60.0,146.0,2.2,23.2,5.7,107.0,2400000.0,1.89,0.065
quinquenio3,JUANCHITO,,44.0,137.0,39.5,97.5,1.4,11.6,5.0,119.0,,1.95,
quinquenio3,PASO DEL COMERCIO,,62.0,182.0,44.0,138.0,8.1,31.0,3.6,144.0,,2.86,0.213
quinquenio3,PUERTO ISAACS,,52.0,159.0,33.0,126.0,10.1,34.8,0.9,159.0,,2.95,0.194
quinquenio3,PASO DE LA TORRE,,52.0,126.0,26.5,100.0,7.5,27.1,0.2,181.0,,0.81,0.29
quinquenio3,VIJES,,80.0,243.0,61.5,182.0,9.9,38.1,0.4,198.0,,3.54,0.35
quinquenio3,YOTOCO,,78.0,184.0,64.0,120.0,8.8,11.6,0.3,207.0,24000000.0,3.15,0.314
quinquenio3,MEDIACANOA,,70.0,172.0,60.5,112.0,5.5,14.9,0.8,197.0,24000000.0,3.53,0.317
quinquenio3,RIOFRIO,,31.0,164.0,71.0,93.0,3.3,36.8,1.73,165.0,2400000.0,1.84,0.168
quinquenio3,PUENTE GUAYABAL,,50.0,170.0,66.0,104.0,2.4,19.4,2.5,115.0,24000.0,1.5,0.188
quinquenio3,LA VICTORIA,,50.0,185.0,70.0,115.0,2.5,27.1,2.9,116.0,240000.0,1.48,0.137
quinquenio3,ANACARO,,53.0,141.0,36.7,104.0,1.2,19.4,2.86,143.0,240000.0,1.4,0.114
quinquenio3,PUENTE LA VIRGINIA,,37.0,136.0,20.7,115.0,1.8,15.5,3.16,160.0,240000.0,2.07,0.156
quinquenio3,ANTES SUAREZ,7.15,52.0,229.0,20.0,209.0,,6.05,5.9,65.9,24000.0,0.91,
quinquenio3,ANTES RIO OVEJAS,6.7,52.0,310.0,24.0,286.0,1.3,10.1,6.1,65.3,24000.0,0.9,
quinquenio3,ANTES RIO TIMBA,7.16,33.0,272.0,19.0,253.0,0.7,6.05,7.2,59.0,2400.0,1.0,
quinquenio3,PASO DE LA BALSA,7.36,31.0,151.0,11.5,140.0,0.9,5.82,7.1,73.8,2400.0,1.58,
quinquenio3,PASO DE LA BOLSA,7.14,75.0,150.0,54.5,95.5,1.7,14.1,4.9,79.8,2400.0,1.64,
quinquenio3,PUENTE HORMIGUERO,7.22,62.0,111.0,21.0,90.0,1.8,6.05,4.66,61.0,240000.0,1.76,
quinquenio3,ANTES INTERCEPTOR SUR,7.25,60.0,178.0,70.0,108.0,2.4,18.1,4.42,64.0,2400000.0,1.59,0.098
quinquenio3,JUANCHITO,7.27,50.0,174.0,18.0,156.0,1.3,10.1,4.03,66.0,240000.0,1.75,0.077
quinquenio3,PASO DEL COMERCIO,7.04,57.0,111.0,52.1,58.9,4.2,22.3,3.53,74.0,,2.68,0.077
quinquenio3,PUERTO ISAACS,6.75,52.0,68.0,48.0,20.0,3.9,14.1,2.3,76.0,2400000.0,2.67,0.123
quinquenio3,PASO DE LA TORRE,7.08,49.0,88.0,77.0,11.0,5.7,23.5,0.78,90.0,2400000.0,2.57,0.164
quinquenio3,VIJES,7.01,46.0,147.0,50.0,97.0,5.1,26.8,0.51,97.0,2400000.0,2.48,0.16
quinquenio3,YOTOCO,7.09,30.0,113.0,36.0,77.0,3.8,10.1,0.72,98.0,24000.0,1.34,0.113
quinquenio3,MEDIACANOA,7.12,31.0,96.0,80.0,16.0,3.9,16.1,0.93,93.0,24000.0,1.96,0.119
quinquenio3,RIOFRIO,7.32,77.0,387.0,203.0,184.0,2.9,4.94,1.69,140.0,24000.0,2.1,
quinquenio3,PUENTE GUAYABAL,7.2,62.0,221.0,61.0,160.0,2.2,32.3,2.34,143.0,240000.0,1.71,0.173
quinquenio3,LA VICTORIA,7.3,96.0,291.0,200.0,91.0,2.5,28.2,2.76,138.0,2400000.0,1.88,0.178
quinquenio3,ANACARO,7.48,185.0,146.0,62.5,83.5,1.8,16.1,2.38,147.0,24000.0,2.31,0.119
quinquenio3,PUENTE LA VIRGINIA,7.2,87.0,314.0,167.0,147.0,2.4,12.1,4.13,164.0,24000.0,1.54,0.162
quinquenio3,ANTES SUAREZ,6.68,5.0,82.0,3.0,79.0,1.5,9.6,4.39,30.0,2400.0,0.98,
quinquenio3,ANTES RIO OVEJAS,6.6,4.0,81.0,4.1,76.9,2.2,9.6,5.28,49.0,2400.0,0.83,
quinquenio3,ANTES RIO TIMBA,7.02,14.0,88.0,11.5,76.5,0.5,7.63,7.23,47.0,2400.0,0.96,
quinquenio3,PASO DE LA BALSA,7.2,48.0,113.0,30.2,82.8,0.6,11.7,7.32,46.0,2400.0,0.99,
quinquenio3,PASO DE LA BOLSA,7.03,23.0,96.0,16.5,79.5,1.0,9.0,7.27,49.0,2400.0,0.84,
